shade_id,product_id,hex,shade_name,shade_specific,skintone,undertone,shade_specific_raw,name
102128,117,#ebd6b7,12 Fair Warm - fair with warm undertones,12,Fair,Warm,12,Fair Warm
102129,117,#e1c9ad,13 Fair Neutral - fair with neutral undertones,13,Fair,Neutral,13,Fair Neutral
102130,117,#eaccae,14 Fair Cool - fair with cool undertones,14,Fair,Cool,14,Fair Cool
102131,117,#e8d6b2,15 Fair Warm - fair with warm undertones,15,Fair,Warm,15,Fair Warm
102132,117,#dfc1a5,20 Light Cool - light with cool undertones,20,Light,Cool,20,Light Cool
102133,117,#d3b18d,21 Light Neutral - light with neutral undertones,21,Light,Neutral,21,Light Neutral
102134,117,#d0b38b,22 Light Warm - light with warm undertones,22,Light,Warm,22,Light Warm
102135,117,#d5b28e,23 Light Cool - light with cool undertones,23,Light,Cool,23,Light Cool
102136,117,#d7b588,24 Light Warm - light with warm undertones,24,Light,Warm,24,Light Warm
102137,117,#d2b396,25 Light Neutral - light with neutral undertones,25,Light,Neutral,25,Light Neutral
102138,117,#c8a070,30 Medium Warm - medium with warm undertones,30,Medium,Warm,30,Medium Warm
102139,117,#c69a73,31 Medium Neutral - medium to neutral undertones,31,Medium,Neutral,31,Medium Neutral
102140,117,#c09264,32 Medium Neutral - medium with neutral undertones,32,Medium,Neutral,32,Medium Neutral
102141,117,#be9365,33 Medium Warm - medium with warm undertones,33,Medium,Warm,33,Medium Warm
102142,117,#c6946f,34 Medium Cool - medium with cool undertones,34,Medium,Cool,34,Medium Cool
102143,117,#cd9570,35 Medium Cool - medium with cool undertones,35,Medium,Cool,35,Medium Cool
102144,117,#a27c55,40 Tan Warm - tan with warm undertones,40,Tan ,Warm,40,Tan Warm
102145,117,#a77c4f,41 Tan Neutral - tan with neutral undertones,41,Tan ,Neutral,41,Tan Neutral
102146,117,#a06f4e,42 Tan Neutral - tan with neutral undertones,42,Tan ,Neutral,42,Tan Neutral
102147,117,#a17751,43 Tan Cool - tan with cool undertones,43,Tan ,Cool,43,Tan Cool
102148,117,#bd8d65,44 Tan Cool - tan with cool undertones,44,Tan ,Cool,44,Tan Cool
102149,117,#a5754b,45 Tan Warm - tan with warm undertones,45,Tan ,Warm,45,Tan Warm
102150,117,#8c5b3d,50 Deep Warm - deep with warm undertones,50,Deep,Warm,50,Deep Warm
102151,117,#915c3c,51 Deep Cool - deep with cool undertones,51,Deep,Cool,51,Deep Cool
102152,117,#74513b,52 Deep Cool - deep with cool undertones,52,Deep,Cool,52,Deep Cool
102153,117,#7b5639,53 Deep Neutral - deep with neutral undertones,53,Deep,Neutral,53,Deep Neutral
102154,117,#72523b,54 Deep Neutral - deep with neutral undertones,54,Deep,Neutral,54,Deep Neutral
102155,117,#785134,55 Deep Warm - deep with warm undertones,55,Deep,Warm,55,Deep Warm
102156,117,#583d2a,60 Rich Cool - rich with cool undertones,60,Rich,Cool,60,Rich Cool
102157,117,#55392d,61 Rich Cool - rich with cool undertones,61,Rich,Cool,61,Rich Cool
102158,117,#5d4030,62 Rich Warm - rich with warm undertones,62,Rich,Warm,62,Rich Warm
102159,117,#533c2c,63 Rich Warm - rich with warm undertones,63,Rich,Warm,63,Rich Warm
102160,117,#4b3224,64 Rich Neutral - rich with neutral undertones,64,Rich,Neutral,64,NA
102161,117,#432f26,65 Rich Neutral - rich with neutral undertones,65,Rich,Neutral,65,NA
102162,118,#fddeaf,Fair 100 W - fair with warm undertones,100 W,Fair,Warm,Fair,NA
102163,118,#f3c89d,Fair 120 N - fair with neutral undertones,120 N,Fair,Neutral,Fair,NA
102164,118,#ecc6a2,Fair 125 C - fair with cool undertones,125 C,Fair,Cool,Fair,NA
102165,118,#f5d099,Fair 140 W - fair with warm undertones,140 W,Fair,Warm,Fair,NA
102166,118,#f2bd91,Fair 150 C - fair with cool undertones,150 C,Fair,Cool,Fair,NA
102167,118,#cea387,Light 205 N - light with neutral undertones,205N,Light,Neutral,Light,NA
102168,118,#e2a97a,Light 210 N - light with neutral undertones,210 N,Light,Neutral,Light,NA
102169,118,#e9bc85,Light 240 W - light with warm undertones,240 W,Light,Warm,Light,NA
102170,118,#d8a071,Light 250 W - light with warm undertones,250 W,Light,Warm,Light,NA
102171,118,#dca674,Light 280 N - light with neutral undertones,280 N,Light,Neutral,Light,NA
102172,118,#f0b279,Medium 310 C - medium with cool undertones,310 C,Medium,Cool,Medium,NA
102173,118,#d19b6c,Medium 330 W - medium with warm undertones,330 W,Medium,Warm,Medium,NA
102174,118,#d39661,Medium 355 W - medium with warm undertones,355 W,Medium,Warm,Medium,NA
102175,118,#c18765,Medium 370 N - medium with neutral undertones,370 N,Medium,Neutral,Medium,NA
102176,118,#bf7f5c,Medium 375 N - medium with neutral undertones,375 N,Medium,Neutral,Medium,NA
102177,118,#b97447,Tan 400 W - tan with warm undertones,400 W,Tan ,Warm,Tan,NA
102178,118,#ae7c58,Tan 415 C - tan with cool undertones,415 C,Tan ,Cool,Tan,NA
102179,118,#a86a49,Tan 425 N - tan with neutral undertones,425 N,Tan ,Neutral,Tan,NA
102180,118,#af754d,Tan 450 N - tan with neutral undertones,450 N,Tan ,Neutral,Tan,NA
102181,118,#a86b3e,Tan 460 W - tan with warm undertones,460 W,Tan ,Warm,Tan,NA
102182,118,#855f43,Deep 500 W - deep with warm undertones,500 W,Deep,Warm,Deep,NA
102183,118,#9e5c39,Deep 510 C - deep with cool undertones,510 C,Deep,Cool,Deep,NA
102184,118,#6b452c,Deep 530 W - deep with warm undertones,530 W,Deep,Warm,Deep,NA
102185,118,#865632,Deep 540 N - deep with neutral undertones,540 N,Deep,Neutral,Deep,NA
102186,118,#8b4935,Deep 560 C - deep with cool undertones,560 C,Deep,Cool,Deep,NA
102187,118,#6c4e36,Rich 610 N - rich with neutral undertones,610 N,Rich,Neutral,Rich,NA
102188,118,#8d5230,Rich 620 W - rich with warm undertones,620 W,Rich,Warm,Rich,NA
102189,118,#7e483c,Rich 640 W - rich with warm undertones,640 W,Rich,Warm,Rich,NA
102190,118,#673d31,Rich 650 C - rich with cool undertones,650 C,Rich,Cool,Rich,NA
102191,118,#6d4b3e,Rich 660 N - rich with neutral undertones,660 N,Rich,Neutral,Rich,NA
102192,119,#fddeaf,Fair 100 W - fair with warm undertones,100 W,Fair,Warm,Fair,NA
102193,119,#f3c89d,Fair 120 N - fair with neutral undertones,120 N,Fair,Neutral,Fair,NA
102194,119,#ecc6a2,Fair 125 C - fair with cool undertones,125 C,Fair,Cool,Fair,NA
102195,119,#f5d099,Fair 140 W - fair with warm undertones,140 W,Fair,Warm,Fair,NA
102196,119,#f2bd91,Fair 150 C - fair with cool undertones,150 C,Fair,Cool,Fair,NA
102197,119,#cea387,Light 205 N - light with neutral undertones,205N,Light,Neutral,Light,NA
102198,119,#e2a97a,Light 210 N - light with neutral undertones,210 N,Light,Neutral,Light,NA
102199,119,#e9bc85,Light 240 W - light with warm undertones,240 W,Light,Warm,Light,NA
102200,119,#d8a071,Light 250 W - light with warm undertones,250 W,Light,Warm,Light,NA
102201,119,#dca674,Light 280 N - light with neutral undertones,280 N,Light,Neutral,Light,NA
102202,119,#f0b279,Medium 310 C - medium with cool undertones,310 C,Medium,Cool,Medium,NA
102203,119,#d19b6c,Medium 330 W - medium with warm undertones,330 W,Medium,Warm,Medium,NA
102204,119,#d39661,Medium 355 W - medium with warm undertones,355 W,Medium,Warm,Medium,NA
102205,119,#c18765,Medium 370 N - medium with neutral undertones,370 N,Medium,Neutral,Medium,NA
102206,119,#bf7f5c,Medium 375 N - medium with neutral undertones,375 N,Medium,Neutral,Medium,NA
102207,119,#b97447,Tan 400 W - tan with warm undertones,400 W,Tan ,Warm,Tan,NA
102208,119,#ae7c58,Tan 415 C - tan with cool undertones,415 C,Tan ,Cool,Tan,NA
102209,119,#a86a49,Tan 425 N - tan with neutral undertones,425 N,Tan ,Neutral,Tan,NA
102210,119,#af754d,Tan 450 N - tan with neutral undertones,450 N,Tan ,Neutral,Tan,NA
102211,119,#a86b3e,Tan 460 W - tan with warm undertones,460 W,Tan ,Warm,Tan,NA
102212,119,#855f43,Deep 500 W - deep with warm undertones,500 W,Deep,Warm,Deep,NA
102213,119,#9e5c39,Deep 510 C - deep with cool undertones,510 C,Deep,Cool,Deep,NA
102214,119,#6b452c,Deep 530 W - deep with warm undertones,530 W,Deep,Warm,Deep,NA
102215,119,#865632,Deep 540 N - deep with neutral undertones,540 N,Deep,Neutral,Deep,NA
102216,119,#8b4935,Deep 560 C - deep with cool undertones,560 C,Deep,Cool,Deep,NA
102217,119,#6c4e36,Rich 610 N - rich with neutral undertones,610 N,Rich,Neutral,Rich,NA
102218,119,#8d5230,Rich 620 W - rich with warm undertones,620 W,Rich,Warm,Rich,NA
102219,119,#7e483c,Rich 640 W - rich with warm undertones,640 W,Rich,Warm,Rich,NA
102220,119,#673d31,Rich 650 C - rich with cool undertones,650 C,Rich,Cool,Rich,NA
102221,119,#6d4b3e,Rich 660 N - rich with neutral undertones,660 N,Rich,Neutral,Rich,NA
102222,120,#e8c9b7,Fair Neutral Cool,NA,Fair, Neutral Cool,Fair,Neutral Cool
102223,120,#e3c19c,Fair Warm,NA,Fair,Warm,Fair,Fair Warm
102224,120,#e7c19a,Light Neutral,NA,Light,Neutral,Light,Neutral
102225,120,#e4a673,Light Warm,NA,Light,Warm,Light,Light Warm
102226,120,#dfa36d,Medium Neutral,NA,Medium,Neutral,Medium,Neutral
102227,120,#d29b65,Medium Warm,NA,Medium,Warm,Medium,Medium Warm
102228,120,#cf9158,Tan Warm,NA,Tan ,Warm,Tan,Tan Warm
102229,120,#b97c4f,Tan Neutral Warm,NA,Tan ,Neutral Warm,Tan,Neutral Warm
102230,120,#b06a30,Deep Warm,NA,Deep,Warm,Deep,Deep Warm
102231,120,#a97344,Deep Neutral,NA,Deep,Neutral,Deep,Neutral
102232,120,#9c6a55,Rich Cool,NA,Rich,Cool,Rich,Cool
102233,120,#9d6652,Rich Warm,NA,Rich,Warm,Rich,Rich Warm
102234,121,#e4bc98,0 Fair Neutral Warm,0,Fair,Neutral Warm,0,Fair Neutral Warm
102235,121,#e4c7a7,0.5 Fair Cool,0.5,Fair,Cool,0.5,Fair Cool
102236,121,#eac6ac,1 Fair Neutral Peach,1,Fair,Neutral Peach,1,Fair Neutral Peach
102237,121,#dcc1a6,2 Fair/Light Neutral Warm,2,Fair,Neutral Warm,2,Fair/Light Neutral Warm
102238,121,#d6ad91,3 Light/Medium Cool,3,Light,Cool,3,Light/Medium Cool
102239,121,#c39b69,3.5 Medium Neutral Olive,3.5,Medium,Neutral Olive,3.5,NA
102240,121,#be926d,4 Medium Neutral,4,Medium,Neutral,4,Medium Neutral
102241,121,#bf9668,5 Medium/Tan Warm,5,Medium,Warm,5,NA
102242,121,#96613f,6 Tan/Deep Warm,6,Deep,Warm,6,Tan/Deep Warm
102243,121,#83543a,7 Deep/Rich Cool,7,Deep,Cool,7,Deep/Rich Cool
102244,121,#65371e,8.5 Rich Neutral Warm,8.5,Rich,Neutral Warm,8.5,NA
102245,122,#d6c3b5,Fair 100 W - fair with warm undertones,100 W,Fair,Warm,Fair,NA
102246,122,#a87d53,Medium 355 W - medium with warm undertones,355 W,Medium,Warm,Medium,NA
102247,122,#ab774f,Medium 370 N - medium with neutral undertones,370 N,Medium,Neutral,Medium,NA
102248,122,#b16c4d,Medium 375 N - medium with netutral undertones,375 N,Medium,NA,Medium,NA
102249,122,#ba7440,Tan 400 W - tan withw arm undertones,400 W,Tan ,NA,Tan,NA
102250,122,#ab6f4d,Tan 415 C - tan with cool undertones,415 C,Tan ,Cool,Tan,NA
102251,122,#906f46,Tan 425 N - tan with neutral undertones,425 N,Tan ,Neutral,Tan,NA
102252,122,#a46039,Tan 450 N - tan with neutral undertones,450 N,Tan ,Neutral,Tan,NA
102253,122,#985938,Tan 460 W - tan with warm undertones,460 W,Tan ,Warm,Tan,NA
102254,122,#a6603c,Deep 500 W - deep with warm undertones,500 W,Deep,Warm,Deep,NA
102255,122,#a25939,Deep 510 C - deep with cool undertones,510 C,Deep,Cool,Deep,NA
102256,122,#89482c,Deep 530 W - deep with warm undertones,530 W,Deep,Warm,Deep,NA
102257,122,#975b36,Deep 540 N - deep with neutral undertones,540 N,Deep,Neutral,Deep,NA
102258,122,#723725,Deep 560 C - deep with cool undertones,560 C,Deep,Cool,Deep,NA
102259,122,#773f28,Rich 620 W - rich with warm undertones,620 W,Rich,Warm,Rich,NA
102260,122,#4f2b1b,Rich 640 W - rich with warm undertones,640 W,Rich,Warm,Rich,NA
102261,122,#573021,Rich 650 C - rich with cool undertones,650 C,Rich,Cool,Rich,NA
102262,122,#442419,Rich 660 N - rich with neutral undertones,660 N,Rich,Neutral,Rich,NA
102263,123,#a77442,Linen - medium with warm yellow undertones,NA,Medium,Warm,Linen,Linen
102264,123,#9d6846,Tan - tan with cool red undertones,NA,Tan ,Cool,Tan,Tan
102265,123,#733f17,Nutmeg - deep with neutral undertones,NA,Deep,Neutral,Nutmeg,Nutmeg
102266,123,#8c5a3d,Coco - deep with neutral undertones,NA,Deep,Neutral,Coco,Coco
102267,123,#7f4b3a,Chocolate - rich with cool red undertone,NA,Rich,Cool,Chocolate,Chocolate
102268,123,#5c372c,Truffle - rich with cool red undertones,NA,Rich,Cool,Truffle,Truffle
102269,123,#703e29,Mocha - richest with cool red undertones,NA,Rich,Cool,Mocha,Mocha
102270,124,#d6baa8,Fair Rose,NA,Fair,NA,Fair,Rose
102271,124,#eec8a2,Fair Warm,NA,Fair,Warm,Fair,Fair Warm
102272,124,#e4b6a6,Fair Beige,NA,Fair,NA,Fair,Beige
102273,124,#e2b7a6,Light Ivory,NA,Light,NA,Light,Ivory
102274,124,#f4bf9b,Light Sand,NA,Light,NA,Light,Sand
102275,124,#c9a892,Light Peach,NA,Light,Peach,Light,Peach
102276,124,#c19474,Light Beige,NA,Light,NA,Light,Beige
102277,124,#d9a178,Medium Peach,NA,Medium,Peach,Medium,Peach
102278,124,#c49465,Medium Sand,NA,Medium,NA,Medium,Sand
102279,124,#c78c67,Medium Beige,NA,Medium,NA,Medium,Beige
102280,124,#c49b83,Medium Neutral,NA,Medium,Neutral,Medium,Neutral
102281,124,#cea176,Mediym Warm,NA,NA,Warm,Mediym,Mediym Warm
102282,124,#c58571,Medium Golden,NA,Medium,Golden,Medium,Golden
102283,124,#dfa46e,Tan Sand,NA,Tan ,NA,Tan,Sand
102284,124,#a97e63,Tan Walnut,NA,Tan ,NA,Tan,Walnut
102285,124,#ae8067,Tan Latte,NA,Tan ,NA,Tan,Latte
102286,124,#af7d58,Tan Neutral,NA,Tan ,Neutral,Tan,Neutral
102287,124,#a16a38,Deep Olive,NA,Deep,NA,Deep,Olive
102288,124,#a0672e,Deep Chestnut,NA,Deep,NA,Deep,Chestnut
102289,124,#ad7643,Deep Carmel,NA,Deep,NA,Deep,Carmel
102290,124,#9b562b,Deep Cinnamon,NA,Deep,NA,Deep,Cinnamon
102291,124,#6a4024,Rich Chocolate,NA,Rich,NA,Rich,Chocolate
102292,124,#633511,Rich Cocoa,NA,Rich,NA,Rich,Cocoa
102293,124,#513629,Rich Walnut,NA,Rich,NA,Rich,Walnut
102294,124,#6d4f40,Rich Ebony,NA,Rich,NA,Rich,Ebony
102295,125,#d6baa8,Fair Rose,NA,Fair,NA,Fair,Rose
102296,125,#eec8a2,Fair Warm,NA,Fair,Warm,Fair,Fair Warm
102297,125,#e4b6a6,Fair Beige,NA,Fair,NA,Fair,Beige
102298,125,#e2b7a6,Light Ivory,NA,Light,NA,Light,Ivory
102299,125,#f4bf9b,Light Sand,NA,Light,NA,Light,Sand
102300,125,#c9a892,Light Peach,NA,Light,Peach,Light,Peach
102301,125,#c19474,Light Beige,NA,Light,NA,Light,Beige
102302,125,#d9a178,Medium Peach,NA,Medium,Peach,Medium,Peach
102303,125,#c49465,Medium Sand,NA,Medium,NA,Medium,Sand
102304,125,#c78c67,Medium Beige,NA,Medium,NA,Medium,Beige
102305,125,#c49b83,Medium Neutral,NA,Medium,Neutral,Medium,Neutral
102306,125,#cea176,Mediym Warm,NA,NA,Warm,Mediym,Mediym Warm
102307,125,#c58571,Medium Golden,NA,Medium,Golden,Medium,Golden
102308,125,#dfa46e,Tan Sand,NA,Tan ,NA,Tan,Sand
102309,125,#a97e63,Tan Walnut,NA,Tan ,NA,Tan,Walnut
102310,125,#ae8067,Tan Latte,NA,Tan ,NA,Tan,Latte
102311,125,#af7d58,Tan Neutral,NA,Tan ,Neutral,Tan,Neutral
102312,125,#a16a38,Deep Olive,NA,Deep,NA,Deep,Olive
102313,125,#a0672e,Deep Chestnut,NA,Deep,NA,Deep,Chestnut
102314,125,#ad7643,Deep Carmel,NA,Deep,NA,Deep,Carmel
102315,125,#9b562b,Deep Cinnamon,NA,Deep,NA,Deep,Cinnamon
102316,125,#6a4024,Rich Chocolate,NA,Rich,NA,Rich,Chocolate
102317,125,#633511,Rich Cocoa,NA,Rich,NA,Rich,Cocoa
102318,125,#513629,Rich Walnut,NA,Rich,NA,Rich,Walnut
102319,125,#6d4f40,Rich Ebony,NA,Rich,NA,Rich,Ebony
102320,126,#c59082,Fair,NA,Fair,NA,Fair,Fair
102321,126,#bf815c,Light/Medium,NA,Light,NA,Light/Medium,Light/Medium
102322,126,#b67451,Medium/Tan,NA,Medium,NA,Medium/Tan,Medium/Tan
102323,126,#975640,Tan/Deep,NA,Deep,NA,Tan/Deep,Tan/Deep
102324,126,#874630,Deep/Rich,NA,Deep,NA,Deep/Rich,Deep/Rich
102325,126,#763924,Rich,NA,Rich,NA,Rich,Rich
102326,127,#e3c1a8,Fair 10 C,10 C,Fair,NA,Fair,NA
102327,127,#d2ac88,Light 28 W,28 W,Light,NA,Light,NA
102328,127,#cd955c,Medium 32 N,32 N,Medium,NA,Medium,NA
102329,127,#c67d54,Tan 41 W,41 W,Tan ,NA,Tan,NA
102330,127,#a9694d,Tan 45 N,45 N,Tan ,NA,Tan,NA
102331,127,#c48552,Tan 48 N,48 N,Tan ,NA,Tan,NA
102332,127,#b87237,Deep 50 W,50 W,Deep,NA,Deep,NA
102333,127,#87553e,Deep 53 W,53 W,Deep,NA,Deep,NA
102334,127,#8f5728,Deep 58 N,58 N,Deep,NA,Deep,NA
102335,127,#5d4133,Rich 60 W,60 W,Rich,NA,Rich,NA
102336,127,#522c17,Rich 66 C,66 C,Rich,NA,Rich,NA
102337,127,#4d2712,Rich 68 N,68 N,Rich,NA,Rich,NA
102338,128,#f5d6c5,Light,NA,Light,NA,Light,Light
102339,128,#f3d3b9,Light Medium,NA,Light Medium,NA,Light,Medium
102340,128,#edc9ac,Medium,NA,Medium,NA,Medium,Medium
102341,128,#ecbe97,Medium Tan,NA,Medium Tan,NA,Medium,Tan
102342,128,#de9e72,Tan,NA,NA,NA,Tan,Tan
102343,128,#d88d5e,Tan Dark,NA,Tan ,NA,Tan,Dark
102344,128,#ae633a,Dark,NA,Dark,NA,Dark,Dark
102345,129,#be8c6b,Warm beige,NA,NA,Warm,Warm,Beige
102346,129,#e8d2c0,porcelain,NA,NA,NA,porcelain,porcelain
102347,129,#f2dcc8,cameo,NA,NA,NA,cameo,cameo
102348,129,#d8b497,vanilla,NA,NA,NA,vanilla,vanilla
102349,129,#d8b090,sand,NA,NA,NA,sand,sand
102350,129,#d7b493,Warm ivory,NA,NA,Warm,Warm,Ivory
102351,129,#e2ba98,natural,NA,NA,NA,natural,natural
102352,129,#d29d75,butterscotch,NA,NA,NA,butterscotch,butterscotch
102353,129,#c99570,honey,NA,NA,NA,honey,honey
102354,129,#bf8a67,golden tan,NA,NA,Golden,golden,Tan
102355,129,#b77e58,almond,NA,NA,NA,almond,almond
102356,129,#925b40,chestnut,NA,NA,NA,chestnut,chestnut
102357,130,#caa793,clair,NA,NA,NA,clair,clair
102358,130,#d7a185,Dor̩ (Golden),NA,NA,Golden,Dor̩,(Golden)
102359,130,#b88253,caramel,NA,NA,NA,caramel,Caramel
102360,130,#6f3f29,dore,NA,NA,NA,dore,dore
102361,131,#caa793,clair,NA,NA,NA,clair,clair
102362,131,#d7a185,Dor̩ (Golden),NA,NA,Golden,Dor̩,(Golden)
102363,131,#b88253,caramel,NA,NA,NA,caramel,Caramel
102364,131,#6f3f29,dore,NA,NA,NA,dore,dore
102365,132,#ebd7c6,.5C,.5C,NA,NA,.5C,NA
102366,132,#e4ccb5,1C,1C,NA,NA,1C,NA
102367,132,#e4cfb5,1N,1N,NA,NA,1N,NA
102368,132,#dfc8af,1W,1W,NA,NA,1W,NA
102369,132,#e1c2ae,2C,2C,NA,NA,2C,NA
102370,132,#e1bfad,2.5C,2.5C,NA,NA,2.5C,NA
102371,132,#dfbfa1,2N,2N,NA,NA,2N,NA
102372,132,#dfc0a2,2W,2W,NA,NA,2W,NA
102373,132,#d9bba1,3C,3C,NA,NA,3C,NA
102374,132,#d1b093,3.5C,3.5C,NA,NA,3.5C,NA
102375,132,#d5b794,3N,3N,NA,NA,3N,NA
102376,132,#d5b189,3W,3W,NA,NA,3W,NA
102377,132,#c79a79,4C,4C,NA,NA,4C,NA
102378,132,#c59a75,4N,4N,NA,NA,4N,NA
102379,132,#c2996f,4W,4W,NA,NA,4W,NA
102380,132,#a9754f,5C,5C,NA,NA,5C,NA
102381,132,#ac805c,5N,5N,NA,NA,5N,NA
102382,132,#9b6e4d,5.5N,5.5N,NA,NA,5.5N,NA
102383,132,#a6794c,5W,5W,NA,NA,5W,NA
102384,132,#85593f,6C,6C,NA,NA,6C,NA
102385,132,#906140,6N,6N,NA,NA,6N,NA
102386,132,#8a5f3f,6.5N,6.5N,NA,NA,6.5N,NA
102387,132,#93653f,6W,6W,NA,NA,6W,NA
102388,132,#654736,7C,7C,NA,NA,7C,NA
102389,132,#744b36,7N,7N,NA,NA,7N,NA
102390,132,#744b35,7W,7W,NA,NA,7W,NA
102391,132,#5d3b28,8C,8C,NA,NA,8C,NA
102392,132,#513320,8N,8N,NA,NA,8N,NA
102393,132,#3e291d,9N,9N,NA,NA,9N,NA
102394,132,#e8d6c1,.5N,.5N,NA,NA,.5N,NA
102395,133,#c1a28f,.5C,.5C,NA,NA,.5C,NA
102396,133,#dfceb7,.5N,.5N,NA,NA,.5N,NA
102397,133,#d4b79b,1C,1C,NA,NA,1C,NA
102398,133,#d8c09b,1N,1N,NA,NA,1N,NA
102399,133,#d9c0a1,1W,1W,NA,NA,1W,NA
102400,133,#ccac93,2C,2C,NA,NA,2C,NA
102401,133,#d3b599,2N,2N,NA,NA,2N,NA
102402,133,#cfb18f,2W,2W,NA,NA,2W,NA
102403,133,#b89280,2.5C,2.5C,NA,NA,2.5C,NA
102404,133,#c49f89,3C,3C,NA,NA,3C,NA
102405,133,#bd886d,3N,3N,NA,NA,3N,NA
102406,133,#c49e78,3W,3W,NA,NA,3W,NA
102407,133,#b58f7b,3.5C,3.5C,NA,NA,3.5C,NA
102408,133,#ac8068,4C,4C,NA,NA,4C,NA
102409,133,#aa7a58,4N,4N,NA,NA,4N,NA
102410,133,#ac875f,4W,4W,NA,NA,4W,NA
102411,133,#8d674b,5C,5C,NA,NA,5C,NA
102412,133,#957050,5N,5N,NA,NA,5N,NA
102413,133,#84503e,5W,5W,NA,NA,5W,NA
102414,133,#876b58,5.5N,5.5N,NA,NA,5.5N,NA
102415,133,#6d5246,6C,6C,NA,NA,6C,NA
102416,133,#8b664b,6W,6W,NA,NA,6W,NA
102417,133,#8e6c5a,6.5N,6.5N,NA,NA,6.5N,NA
102418,133,#46321c,7C,7C,NA,NA,7C,NA
102419,133,#482d18,7N,7N,NA,NA,7N,NA
102420,133,#63544c,7W,7W,NA,NA,7W,NA
102421,133,#4d4542,8C,8C,NA,NA,8C,NA
102422,133,#3c220d,8N,8N,NA,NA,8N,NA
102423,133,#4d4c4a,9N,9N,NA,NA,9N,NA
102424,133,#613f2d,6N,6N,NA,NA,6N,NA
102425,134,#FFD6BA,1C1 Cool Bone,1C1,NA,Cool,1C1,Cool Bone
102426,134,#d8bba3,1C0 Shell,1C0,NA,NA,1C0,Shell
102427,134,#e6bb98,1N0 Porcelain,1N0,NA,NA,1N0,Porcelain
102428,134,#FFC8A3,1N1 Ivory Nude,1N1,NA,NA,1N1,Ivory Nude
102429,134,#FAC7A7,1N2 Ecru,1N2,NA,NA,1N2,Ecru
102430,134,#FFCBA6,1W1 Bone,1W1,NA,NA,1W1,Bone
102431,134,#E5B593,1W2 Sand,1W2,NA,NA,1W2,Sand
102432,134,#dea365,2C0 Cool Vanilla,2C0,NA,Cool,2C0,Cool Vanilla
102433,134,#D8A46D,2C1 Pure Beige,2C1,NA,NA,2C1,Pure Beige
102434,134,#DDB491,2C3 Fresco,2C3,NA,NA,2C3,Fresco
102435,134,#c29570,2C4 Ivory Rose,2C4,NA,NA,2C4,Ivory Rose
102436,134,#F2BB96,2N1 Desert Beige,2N1,NA,NA,2N1,Desert Beige
102437,134,#d0a26e,2N2 Buff,2N2,NA,NA,2N2,Buff
102438,134,#d4a066,2W0 Warm Vanilla,2W0,NA,Warm,2W0,Warm Vanilla
102439,134,#F2BF91,2W1 Dawn,2W1,NA,NA,2W1,Dawn
102440,134,#EDBE98,2W2 Rattan,2W2,NA,NA,2W2,Rattan
102441,134,#E7B79C,3C1 Dusk,3C1,NA,NA,3C1,Dusk
102442,134,#EBAD81,3C2 Pebble,3C2,NA,NA,3C2,Pebble
102443,134,#bc8344,3C3 Sandbar,3C3,NA,NA,3C3,Sandbar
102444,134,#E5AD8A,3N1 Ivory Beige,3N1,NA,NA,3N1,Ivory Beige
102445,134,#D59A71,3N2 Wheat,3N2,NA,NA,3N2,Wheat
102446,134,#CF905D,3W1 Tawny,3W1,NA,NA,3W1,Tawny
102447,134,#c48f56,3W1.5 Fawn,3W1.5,NA,NA,3W1.5,Fawn
102448,134,#D69060,3W2 Cashew,3W2,NA,NA,3W2,Cashew
102449,134,#ca977a,4C1 Outdoor Beige,4C1,NA,NA,4C1,Outdoor Beige
102450,134,#ab6f37,4C2 Auburn,4C2,NA,NA,4C2,Auburn
102451,134,#BE8058,4C3 Softan,4C3,NA,NA,4C3,Softan
102452,134,#D7986D,4N1 Shell Beige,4N1,NA,NA,4N1,Shell Beige
102453,134,#AD7247,4N2 Spiced Sand,4N2,NA,NA,4N2,Spiced Sand
102454,134,#c68f4f,4N3 Maple Sugar,4N3,NA,NA,4N3,Maple Sugar
102455,134,#C27440,4W1 Honey Bronze,4W1,NA,NA,4W1,Honey Bronze
102456,134,#C0976B,4W2 Toasty Toffee,4W2,NA,NA,4W2,Toasty Toffee
102457,134,#ab7e49,4W3 Henna,4W3,NA,NA,4W3,Henna
102458,134,#cc9446,4W4 Hazel,4W4,NA,NA,4W4,Hazel
102459,134,#99562C,5C1 Rich Chestnut,5C1,Rich,NA,5C1,Rich Chestnut
102460,134,#c88644,5C2 Sepia,5C2,NA,NA,5C2,Sepia
102461,134,#DA926B,5N1 Rich Ginger,5N1,Rich,NA,5N1,Rich Ginger
102462,134,#a86834,5N1.5 Maple,5N1.5,NA,NA,5N1.5,Maple
102463,134,#A35829,5N2 Amber Honey,5N2,NA,NA,5N2,Amber Honey
102464,134,#B56E38,5W1 Bronze,5W1,NA,NA,5W1,Bronze
102465,134,#bb8046,5W1.5 Cinnamon,5W1.5,NA,NA,5W1.5,Cinnamon
102466,134,#A85F2A,5W2 Rich Caramel,5W2,Rich,NA,5W2,Rich Caramel
102467,134,#8F4D2B,6C1 Rich Cocoa,6C1,Rich,NA,6C1,Rich Cocoa
102468,134,#864f26,6C2 Pecan,6C2,NA,NA,6C2,Pecan
102469,134,#8f5c35,6N1 Mocha,6N1,NA,NA,6N1,Mocha
102470,134,#895c26,6N2 Truffle,6N2,NA,NA,6N2,Truffle
