shade_id,product_id,hex,shade_name,shade_specific,skintone,undertone,shade_specific_raw,name
100000,1,#f2e0b8,L2OLIVE,L2,NA,NA,L2,NA
100001,1,#f0d7ba,L2Neutral,L2,NA,Neutral,L2,NA
100002,1,#edccaa,L2PEACH,L2,NA,Peach,L2,NA
100003,1,#e9cfa3,LM2OLIVE,LM2,NA,NA,LM2,NA
100004,1,#f4c9a4,LM1COOL,LM1,NA,Cool,LM1,NA
100005,1,#eecc9e,LM1Warm,LM1,Light Medium,Warm,LM1,NA
100006,1,#e6c6a0,LM2Neutral,LM2,NA,Neutral,LM2,NA
100007,1,#f7c79b,LM2PEACH,LM2,NA,Peach,LM2,NA
100008,1,#efd4b7,LM1Neutral,LM1,NA,Neutral,LM1,NA
100009,1,#fadcc2,L1COOL,L1,NA,Cool,L1,NA
100010,1,#fbe1ba,L1Warm,L1,Light,Warm,L1,NA
100011,1,#fbe2c5,L1Neutral,L1,NA,Neutral,L1,NA
100012,1,#f9ebc7,F2OLIVE,F2,NA,NA,F2,NA
100013,1,#f8ede7,F0COOL,F0,NA,Cool,F0,NA
100014,1,#f8eeda,F1Warm,F1,Fair,Warm,F1,NA
100015,1,#d8af86,M2Neutral,M2,NA,Neutral,M2,NA
100016,1,#e2b996,M2COOL,M2,NA,Cool,M2,NA
100017,1,#d3b787,M2OLIVE,M2,NA,NA,M2,NA
100018,1,#e4be8f,M1Neutral,M1,NA,Neutral,M1,NA
100019,1,#deb68a,M1PEACH,M1,NA,Peach,M1,NA
100020,1,#e4be85,M1Warm,M1,Medium,Warm,M1,NA
100021,1,#e1b580,M3Warm,M3,Medium,Warm,M3,NA
100022,1,#deae83,M3PEACH,M3,NA,Peach,M3,NA
100023,1,#d4a162,MD1Warm,MD1,Medium Dark,Warm,MD1,NA
100024,1,#c09558,MD2OLIVE,MD2,NA,NA,MD2,NA
100025,1,#b58348,MD3Warm,MD3,Medium Dark,Warm,MD3,NA
100026,1,#c19158,MD2Neutral,MD2,NA,Neutral,MD2,NA
100027,1,#be8a5f,MD3COOL,MD3,NA,Cool,MD3,NA
100028,1,#cd9966,MD1Neutral,MD1,NA,Neutral,MD1,NA
100029,1,#c99d5b,MD1OLIVE,MD1,NA,NA,MD1,NA
100030,1,#fdeddb,F1Neutral,F1,NA,Neutral,F1,NA
100031,1,#f0dfce,F2COOL,F2,NA,Cool,F2,NA
100032,1,#693e29,RD2COOL,RD2,NA,Cool,RD2,NA
100033,1,#3e2c20,RD3COOL,RD3,NA,Cool,RD3,NA
100034,1,#664530,RD1Neutral,RD1,NA,Neutral,RD1,NA
100035,1,#693e24,RD2Neutral,RD2,NA,Neutral,RD2,NA
100036,1,#573c29,RD3Neutral,RD3,NA,Neutral,RD3,NA
100037,1,#795027,D4Neutral,D4,NA,Neutral,D4,NA
100038,1,#7d4f2f,D4COOL,D4,NA,Cool,D4,NA
100039,1,#8b6234,D3OLIVE,D3,NA,NA,D3,NA
100040,1,#956036,D3Neutral,D3,NA,Neutral,D3,NA
100041,1,#aa7938,D2OLIVE,D2,NA,NA,D2,NA
100042,1,#af7555,D2COOL,D2,NA,Cool,D2,NA
100043,1,#a7784c,D1Neutral,D1,NA,Neutral,D1,NA
100044,1,#ac7f4c,D1OLIVE,D1,NA,NA,D1,NA
100045,2,#46291a,110,110,NA,NA,110,NA
100046,2,#6c3c26,120,120,NA,NA,120,NA
100047,2,#72402a,130,130,NA,NA,130,NA
100048,2,#7b442b,140,140,NA,NA,140,NA
100049,2,#744229,150,150,NA,NA,150,NA
100050,2,#9f5c37,200,200,NA,NA,200,NA
100051,2,#a9643f,210,210,NA,NA,210,NA
100052,2,#9d5d33,220,220,NA,NA,220,NA
100053,2,#aa6a43,230,230,NA,NA,230,NA
100054,2,#bc7746,240,240,NA,NA,240,NA
100055,2,#da9765,300,300,NA,NA,300,NA
100056,2,#d8985e,310,310,NA,NA,310,NA
100057,2,#e8af73,320,320,NA,NA,320,NA
100058,2,#efb77f,330,330,NA,NA,330,NA
100059,2,#efc38f,340,340,NA,NA,340,NA
100060,3,#280201,Rich 1,1,Rich,NA,Rich,NA
100061,3,#371605,Rich 1.5,1.5,Rich,NA,Rich,NA
100062,3,#51220e,Rich 2,2,Rich,NA,Rich,NA
100063,3,#542412,Rich 2.5,2.5,Rich,NA,Rich,NA
100064,3,#84391a,Deep 1,1,Deep,NA,Deep,NA
100065,3,#a14923,Deep 1.5,1.5,Deep,NA,Deep,NA
100066,3,#aa5129,Deep 2,2,Deep,NA,Deep,NA
100067,3,#a96b41,Deep 2.5,2.5,Deep,NA,Deep,NA
100068,3,#ae5a30,Medium 1,1,Medium,NA,Medium,NA
100069,3,#ca7941,Medium 1.5,1.5,Medium,NA,Medium,NA
100070,3,#d38c60,Medium 2,2,Medium,NA,Medium,NA
100071,3,#d99e6e,Medium 2.5,2.5,Medium,NA,Medium,NA
100072,4,#3a1b13,"Rich 1 for rich, ebony skin with red undertones",1,Rich,Red,Rich,Rich
100073,4,#512212,Rich 2 for rich skin with yellow undertones,2,Rich,Yellow,Rich,Rich
100074,4,#6e341e,Deep 1 for deep brown skin with Neutral undertones,1,Deep,Neutral,Deep,Deep
100075,4,#934b2b,Deep 2 for deep brown skin with golden or yellow undertones,2,Deep,Golden,Deep,Deep
100076,4,#b76b48,Medium 1 for medium skin with Neutral or golden undertones,1,Medium,Neutral,Medium,Medium
100077,4,#deaa85,Medium 2 for light medium skin with Neutral or olive undertones,2,Medium,Neutral,Medium,Medium
100078,5,#f3cfb2,102 light pink,102,Light,Pink,102,Light Pink
100079,5,#f3c285,104 light/medium pink,104,Light,Pink,104,Light/Medium Pink
100080,5,#d3a776,204 light/medium yellow,204,Light,Yellow,204,Light/Medium Yellow
100081,5,#c58e67,106 medium pink,106,Medium,Pink,106,Medium Pink
100082,5,#b47d57,208 medium yellow,208,Medium,Yellow,208,Medium Yellow
100083,6,#e0c8bb,00N very fair skin with Neutral undertones,00N,Very Fair,Neutral,00N,NA
100084,6,#e5c6b1,0CR very fair skin with Neutral undertones,0CR,Very Fair,Neutral,0CR,NA
100085,6,#deb79a,1N fair skin with Neutral undertones,1N,Fair,Neutral,1N,NA
100086,6,#d8baa0,1CR fair skin with Cool Rosy undertones,1CR,Fair,Cool Rosy,1CR,NA
100087,6,#d9b69a,1.5N light skin with Neutral undertones,1.5N,Light,Neutral,1.5N,NA
100088,6,#d6b397,2N light skin with Neutral golden undertones,2N,Light,Neutral,2N,NA
100089,6,#cea682,2W light skin Warm golden undertones,2W,Light,Warm,2W,NA
100090,6,#c89f7f,2WP light skin with Warm peach undertones,2WP,Light,Warm,2WP,NA
100091,6,#c89f7f,2.5W light skin with Warm undertones,2.5W,Light,Warm,2.5W,NA
100092,6,#c99d76,3W light to medium skin with Warm undertones,3W,Light,Warm,3W,NA
100093,6,#be9577,3N light to medium skin with Neutral undertones,3N,Light,Neutral,3N,NA
100094,6,#c8a178,3WO light to medium skin with Warm olive undertones,3WO,Light,Warm,3WO,NA
100095,6,#cfa086,3CR light to medium skin with Cool Rosy undertones,3CR,Light,Cool Rosy,3CR,NA
100096,6,#b68366,4N medium skin with Neutral undertones,4N,Medium,Neutral,4N,NA
100097,6,#bd8d65,4W medium skin with Warm undertones,4W,Medium,Warm,4W,NA
100098,6,#c39073,4WP medium skin with Warm peach undertones,4WP,Medium,Warm,4WP,NA
100099,6,#bd916c,4WO medium skin with Warm olive undertones,4WO,Medium,Warm,4WO,NA
100100,6,#aa785d,4.5W tan skin with Warm undertones,4.5W,Tan ,Warm,4.5W,NA
100101,6,#ab7654,5W tan skin with Warm golden undertones,5W,Tan ,Warm,5W,NA
100102,6,#8d6148,6W tan skin with Warm olive undertones,6W,Tan ,Warm,6W,NA
100103,6,#8e5742,6.5N tan skin with Neutral undertones,6.5N,Tan ,Neutral,6.5N,NA
100104,6,#69493e,7N deep skin with Neutral olive undertones,7N,Deep,Neutral Olive,7N,NA
100105,6,#6d473e,7.5N deep skin with Neutral red undertones,7.5N,Deep,Neutral,7.5N,NA
100106,6,#5a3c34,8N deep skin with Warm undertones,8N,Deep,Warm,8N,NA
100107,6,#3f2822,9N deep skin with Neutral undertones,9N,Deep,Neutral,9N,NA
100108,7,#d7c5b1,1 fair skin with a Neutral undertone,1,Fair,Neutral,1,NA
100109,7,#ccb395,2 fair skin with a Cool Rosy undertone,2,Fair,Cool Rosy,2,NA
100110,7,#dac0a7,3 fair skin with a Warm undertone,3,Fair,Warm,3,NA
100111,7,#d4b69e,4 fair skin with a golden peach undertone,4,Fair,Golden,4,NA
100112,7,#c2a07b,5 light skin with a Neutral golden undertone,5,Light,Neutral,5,NA
100113,7,#d4b78f,6 light skin with a golden peach undertone,6,Light,Golden,6,NA
100114,7,#c9a87d,7 light skin with a cool olive undertone,7,Light,Cool,7,NA
100115,7,#dabe96,8 light with a Warm golden undertone,8,Light,Warm,8,NA
100116,7,#ba9561,9 medium skin with a golden undertone,9,Medium,Golden,9,NA
100117,7,#c59968,10 medium skin with a cool golden undertone,10,Medium,Cool,10,NA
100118,7,#a77a50,11 medium to tan skin with a Neutral undertone,11,Medium To Tan,Neutral,11,NA
100119,7,#9c6840,12 medium skin with a cool olive undertone,12,Medium,Cool,12,NA
100120,7,#966338,13 deep skin with a Neutral golden undertone,13,Deep,Neutral,13,NA
100121,7,#966338,14 deep skin with a Warm golden undertone,14,Deep,Warm,14,NA
100122,7,#4c2916,15 deep skin with a Warm undertone,15,Deep,Warm,15,NA
100123,7,#3b271c,16 deep skin with a Neutral undertone,16,Deep,Neutral,16,NA
100124,8,#eeddc9,1 very fair skin with Neutral undertones,1,Very Fair,Neutral,1,NA
100125,8,#e9d7c3,2 very fair skin with cool undertones,2,Very Fair,Cool,2,NA
100126,8,#f8d6b1,3 fair skin with peach undertones,3,Fair,Peach,3,NA
100127,8,#f0d2b6,4 fair to light skin with pink undertones,4,Fair,Pink,4,NA
100128,8,#f6d1a5,5 light skin with Neutral peach undertones,5,Light,Neutral Peach,5,NA
100129,8,#f1cba6,6 light skin with Neutral undertones,6,Light,Neutral,6,NA
100130,8,#efc092,7 light skin with Warm undertones,7,Light,Warm,7,NA
100131,8,#e5be85,8 light skin with golden undertones,8,Light,Golden,8,NA
100132,8,#e8b887,9 medium skin with cool undertones,9,Medium,Cool,9,NA
100133,8,#dbb27e,10 medium skin with golden undertones,10,Medium,Golden,10,NA
100134,8,#f7c183,11 medium skin with peach undertones,11,Medium,Peach,11,NA
100135,8,#d89d7f,12 medium skin with pink undertones,12,Medium,Pink,12,NA
100136,8,#d69c6a,13 medium skin with cool peach undertones,13,Medium,Cool,13,NA
100137,8,#d0935c,14 medium skin with Neutral undertones,14,Medium,Neutral,14,NA
100138,8,#bc8658,15 medium skin with red undertones,15,Medium,Red,15,NA
100139,8,#d78c52,16 medium to tan skin with Warm undertones,16,Medium To Tan,Warm,16,NA
100140,8,#c58349,17 medium to tan skin with cool undertones,17,Medium To Tan,Cool,17,NA
100141,8,#b47c49,18 medium to tan skin with Neutral undertones,18,Medium To Tan,Neutral,18,NA
100142,8,#cc7c41,19 medium to tan skin with peach undertones,19,Medium To Tan,Peach,19,NA
100143,8,#a46832,20 medium to tan skin with Neutral olive undertones,20,Medium To Tan,Neutral Olive,20,NA
100144,8,#c88046,21 deep skin with Warm golden undertones,21,Deep,Warm,21,NA
100145,8,#5a290b,22 deep skin with red undertones,22,Deep,Red,22,NA
100146,8,#753c0f,23 deep skin with red olive undertones,23,Deep,Red,23,NA
100147,8,#682d0b,24 deep skin with Neutral undertones,24,Deep,Neutral,24,NA
100148,8,#572202,25 very deep skin with Warm red undertones,25,Very Deep,Warm,25,NA
100149,9,#ead9c5,110C very fair with a cool undertone,110C,Very Fair,Cool,110C,NA
100150,9,#f6d2ae,120W very fair with a warm undertone,120W,Very Fair,Warm,120W,NA
100151,9,#e7d3bb,130N with very fair skin with a neutral pink undertone,130N,Very Fair,Neutral Pink,130N,NA
100152,9,#f3d4b8,140N fair skin with a neutral peach undertone,140N,Fair,Neutral Peach,140N,NA
100153,9,#f7d0a9,150W fair skin with a warm beige undertone,150W,Fair,Warm,150W,NA
100154,9,#f2d7ba,160C fair skin with a cool golden undertone,160C,Fair,Cool,160C,NA
100155,9,#f6cda1,200W light skin with a warm undertone,200W,Light,Warm,200W,NA
100156,9,#f2cca7,210N light skin with a neutral golden undertone,210N,Light,Neutral,210N,NA
100157,9,#f1caa3,220N light skin with neutral peach undertone,220N,Light,Neutral Peach,220N,NA
100158,9,#ecbf96,230N light skin with a pink undertone,230N,Light,Pink,230N,NA
100159,9,#f0bd8e,240N light skin with a neutral warm undertone,240N,Light,Neutral Warm,240N,NA
100160,9,#ebc392,250C light skin with a cool golden undertone,250C,Light,Cool,250C,NA
100161,9,#e1ba8f,260N light skin with a neutral undertone,260N,Light,Neutral,260N,NA
100162,9,#e3bc85,270C light to medium skin with a cool light golden undertone,270C,Light,Cool,270C,NA
100163,9,#dbb47d,290C light to medium skin with a warm golden undertone,290C,Light,Warm,290C,NA
100164,9,#dcb07f,300C light to medium skin with a cool golden undertone,300C,Light,Cool,300C,NA
100165,9,#e2b685,305N medium skin with a neutral olive undertone,305N,Medium,Neutral Olive,305N,NA
100166,9,#daa677,310C medium skin with a cool olive undertone,310C,Medium,Cool,310C,NA
100167,9,#d6a980,315N medium skin with a neutral beige undertone,315N,Medium,Neutral,315N,NA
100168,9,#d8a47c,320N medium skin with a neutral pink undertone,320N,Medium,Neutral Pink,320N,NA
100169,9,#d59b6b,3300W medium skin with a warm yellow undertone,3300W,Medium,Warm,3300W,NA
100170,9,#d1a171,332C medium skin with a cool golden undertone,332C,Medium,Cool,332C,NA
100171,9,#d49864,335W medium skin with a warm peach undertone,335W,Medium,Warm,335W,NA
100172,9,#ce9967,340C medium skin with a cool peach undertone,340C,Medium,Cool,340C,NA
100173,9,#d3955c,345C medium skin with a cool golden peach undertone,345C,Medium,Cool,345C,NA
100174,9,#c58a60,350C medium skin with a golden undertone,350C,Medium,Golden,350C,NA
100175,9,#c08a5c,355N medium skin with a neutral golden undertone,355N,Medium,Neutral,355N,NA
100176,9,#c68649,360C medium skin with a deep golden undertone,360C,Medium,Golden,360C,NA
100177,9,#b97d49,365C medium to tan skin with a cool olive undertone,365C,Medium To Tan,Cool,365C,NA
100178,9,#b7763e,370W medium to tan skin with a warm undertone,370W,Medium To Tan,Warm,370W,NA
100179,9,#a46832,410C tan skin with a golden undertone,410C,Tan ,Golden,410C,NA
100180,9,#996335,420C tan skin with a cool undertone,420C,Tan ,Cool,420C,NA
100181,9,#a56631,430W tan skin with a warm undertone,430W,Tan ,Warm,430W,NA
100182,9,#94592d,440C tan skin with a cool undertone,440C,Tan ,Cool,440C,NA
100183,9,#885425,450C tan skin with a deep golden undertone,450C,Tan ,Golden,450C,NA
100184,9,#81461c,470C tan skin with a cool deep golden undertone,470C,Tan ,Cool,470C,NA
100185,9,#76421b,480C tan skin with an olive undertone,480C,Tan ,NA,480C,NA
100186,9,#753d18,490W tan skin with a red undertone,490W,Tan ,Red,490W,NA
100187,9,#6b3916,500C deep skin with a cool pink undertone,500C,Deep,Cool,500C,NA
100188,9,#592a10,510W deep skin with a warm undertone,510W,Deep,Warm,510W,NA
100189,9,#682f12,530N deep skin with a neutral pink undertone,530N,Deep,Neutral Pink,530N,NA
100190,9,#542a12,520W deep skin with a red olive undertone,520W,Deep,Red,520W,NA
100191,9,#562610,540W deep skin with a warm red undertone,540W,Deep,Warm,540W,NA
100192,9,#401d09,550W deep skin with a neutral undertone,550W,Deep,Neutral,550W,NA
100193,9,#431b0f,570N deep skin with a neutral red undertone,570N,Deep,Neutral,570N,NA
100194,9,#48220f,560W deep skin with a warm beige undertone,560W,Deep,Warm,560W,NA
100195,9,#36180d,580W very deep skin with a warm red undertone,580W,Very Deep,Warm,580W,NA
100196,9,#31190d,590C very deep skin with a cool undertone,590C,Very Deep,Cool,590C,NA
100197,10,#652b15,"15 very deep, Neutral",15,Very Deep,Neutral,15,NA
100198,10,#855129,"14 very deep, olive",14,Very Deep,NA,14,NA
100199,10,#864023,"13.5 very deep, golden",13.5,Very Deep,Golden,13.5,NA
100200,10,#935426,"13.25 very deep, pink",13.25,Very Deep,Pink,13.25,NA
100201,10,#915028,"13 deep, Neutral",13,Deep,Neutral,13,NA
100202,10,#9c5730,"12 deep, red",12,Deep,Red,12,NA
100203,10,#9c5121,"11.75 deep, pink",11.75,Deep,Pink,11.75,NA
100204,10,#8c4c26,"11.5 deep, peach",11.5,Deep,Peach,11.5,NA
100205,10,#a05e29,"11 deep, olive",11,Deep,NA,11,NA
100206,10,#a35e2b,"10 deep, golden",10,Deep,Golden,10,NA
100207,10,#b5743a,"9 tan to deep, olive",9,Tan ,NA,9,NA
100208,10,#cc803f,"8.75 tan to deep, golden",8.75,Tan ,Golden,8.75,NA
100209,10,#b26e2f,"8.5 tan to deep, peach",8.5,Tan ,Peach,8.5,NA
100210,10,#ca8a5e,"8.25 tan, pink",8.25,NA,Pink,8.25,NA
100211,10,#bb875a,"8 tan, Neutral",8,NA,Neutral,8,NA
100212,10,#b6814f,"7.8 tan, olive",7.8,NA,NA,7.8,NA
100213,10,#e59e54,"7.75 tan, golden",7.75,NA,Golden,7.75,NA
100214,10,#cc904e,"7.5 tan, peach",7.5,NA,Peach,7.5,NA
100215,10,#c28e62,"7 medium to tan, peach",7,Medium To Tan,Peach,7,NA
100216,10,#d6a16d,"6.5 medium to tan, Neutral",6.5,Medium To Tan,Neutral,6.5,NA
100217,10,#d29b60,"6.25 medium to tan, golden",6.25,Medium To Tan,Golden,6.25,NA
100218,10,#cc9c64,"6 medium, olive",6,Medium,NA,6,NA
100219,10,#cc976b,5.9 medium with a Neutral undertone,5.9,Medium,Neutral,5.9,NA
100220,10,#db984f,5.8 medium with a golden undertone,5.8,Medium,Golden,5.8,NA
100221,10,#e0a86f,"5.75 light to medium, golden",5.75,Light,Golden,5.75,NA
100222,10,#c68a63,"5.5 medium, peach",5.5,Medium,Peach,5.5,NA
100223,10,#d6a17a,"5.25 medium, pink",5.25,Medium,Pink,5.25,NA
100224,10,#dfa479,"5.2 light to medium, peach",5.2,Light,Peach,5.2,NA
100225,10,#d79f78,"5.1 light to medium, pink",5.1,Light,Pink,5.1,NA
100226,10,#e0b48d,"5 light, Neutral",5,Light,Neutral,5,NA
100227,10,#e8b795,"4.75 light, pink",4.75,Light,Pink,4.75,NA
100228,10,#ebb78c,"4.5 light to medium, Neutral",4.5,Light,Neutral,4.5,NA
100229,10,#ebb384,"4.25 light, peach",4.25,Light,Peach,4.25,NA
100230,10,#e3b98b,"4 light, golden",4,Light,Golden,4,NA
100231,10,#e7b884,"3.8 fair, golden",3.8,Fair,Golden,3.8,NA
100232,10,#eeb896,"3.75 very fair, pink",3.75,Very Fair,Pink,3.75,NA
100233,10,#dfa976,"3.5 light to medium, olive",3.5,Light,NA,3.5,NA
100234,10,#efcaa5,"3 very fair, golden",3,Very Fair,Golden,3,NA
100235,10,#e7bd97,"2 fair, peach",2,Fair,Peach,2,NA
100236,10,#e4b386,"1.5 fair, Neutral",1.5,Fair,Neutral,1.5,NA
100237,11,#fbcca4,1 Very Fair with Neutral Undertone,1,Very Fair,Neutral,1,NA
100238,11,#f5d0ab,2 Fair with Olive Undertone,2,Fair,NA,2,NA
100239,11,#ac7041,10 Deep with Golden Undertone,10,Deep,Golden,10,NA
100240,11,#663816,15 Very Deep with Neutral Undertone,15,Very Deep,Neutral,15,NA
100241,11,#fac8a3,2.5 Fair with Pink Undertone,2.5,Fair,Pink,2.5,NA
100242,11,#f5c8a9,2.75 Fair with Pink Undertone,2.75,Fair,Pink,2.75,NA
100243,11,#f4ceaf,3 Fair with Neutral Undertone,3,Fair,Neutral,3,NA
100244,11,#f5c092,3.25 Light with Golden Undertone,3.25,Light,Golden,3.25,NA
100245,11,#f2bf9a,3.5 Light with Neutral Undertone,3.5,Light,Neutral,3.5,NA
100246,11,#edb48a,4.25 Light with Peach Undertone,4.25,Light,Peach,4.25,NA
100247,11,#e0b487,4.5 Light to Medium with Olive Undertone,4.5,Light,NA,4.5,NA
100248,11,#e7b18b,5 Light to Mediium with Peach Undertone,5,Light,Peach,5,NA
100249,11,#d3a181,5.25 Medium with Pink Undertone,5.25,Medium,Pink,5.25,NA
100250,11,#c59371,5.5 Medium with Peach Undertone,5.5,Medium,Peach,5.5,NA
100251,11,#d9a77b,5.75 Light to Medium with Golden Undertone,5.75,Light,Golden,5.75,NA
100252,11,#c59b73,6 Medium with an Olive Undertone,6,Medium,NA,6,NA
100253,11,#d69b71,6.25 Medium to Tan with Neutral Undertone,6.25,Medium To Tan,Neutral,6.25,NA
100254,11,#d7a27c,6.5 Medium to Tan with Peach Undertone,6.5,Medium To Tan,Peach,6.5,NA
100255,11,#cf9a71,7 Medium to Tan with Peach Undertone,7,Medium To Tan,Peach,7,NA
100256,11,#d49256,7.5 Tan with Peach Undertone,7.5,Tan ,Peach,7.5,NA
100257,11,#d49964,7.75 Tan with Golden Undertone,7.75,Tan ,Golden,7.75,NA
100258,11,#d69b71,8 Tan with Neutral Undertone,8,Tan ,Neutral,8,NA
100259,11,#c08452,8.75 Tan with Deep Golden Undertone,8.75,Tan ,Golden,8.75,NA
100260,11,#c38f64,9 Tan to Deep with Olive Undertone,9,Tan ,NA,9,NA
100261,12,#dea977,1.5 Very Fair Neutral,1.5,Very Fair,Neutral,1.5,NA
100262,12,#e9cba9,2 Fair Olive,2,Fair,NA,2,Fair Olive
100263,12,#e8b68d,4.5 Light to Medium Olive,4.5,Light,NA,4.5,Light To Medium Olive
100264,12,#ca9470,7 Medium Tan Peach,7,Medium Tan,Peach,7,Medium Tan Peach
100265,12,#f4cfb0,7.5 Medium Peach,7.5,Medium,Peach,7.5,Medium Peach
100266,12,#884d2f,14 Very Deep Olive,14,Very Deep,NA,14,NA
100267,12,#f4c8ab,2.75 Fair Pink,2.75,Fair,Pink,2.75,Fair Pink
100268,12,#efc3a0,3 Light Neutral,3,Light,Neutral,3,Light Neutral
100269,12,#eebe9d,3.5 Light Neutral,3.5,Light,Neutral,3.5,Light Neutral
100270,12,#e8b992,4 Light to Medium Neutral,4,Light,Neutral,4,Light To Medium Neutral
100271,12,#ebb891,5 Light to Medium Peach,5,Light,Peach,5,Light To Medium Peach
100272,12,#d4a581,5.5 Medium Neutral,5.5,Medium,Neutral,5.5,Medium Neutral
100273,12,#d49d74,6.5 Medium Neutral,6.5,Medium,Neutral,6.5,Medium Neutral
100274,12,#c08864,8 Tan Neutral,8,Tan ,Neutral,8,NA
100275,12,#b27146,10 Tan to Deep Golden,10,Tan ,Golden,10,NA
100276,12,#96603e,11 Deep Olive,11,Deep,NA,11,Deep Olive
100277,12,#ab653c,12 Deep Read,12,Deep,NA,12,Deep Read
100278,12,#73402b,15 Very Deep Neutral,15,Very Deep,Neutral,15,NA
100279,13,#e7bd93,2 Very Fair Neutral,2,Very Fair,Neutral,2,NA
100280,13,#eec79a,"3 Very Fair, Golden",3,Very Fair,Golden,3,NA
100281,13,#efbe98,"3.75 Very Fair, Pink",3.75,Very Fair,Pink,3.75,NA
100282,13,#e8bb92,"4 Light, Golden",4,Light,Golden,4,NA
100283,13,#ecb98f,"4.5 Light to Medium, Neutral",4.5,Light,Neutral,4.5,NA
100284,13,#e8b68f,"4.75 Light, Pink",4.75,Light,Pink,4.75,NA
100285,13,#e3a579,"5 Light, Neutral",5,Light,Neutral,5,NA
100286,13,#daa278,"5.25 Medium, Pink",5.25,Medium,Pink,5.25,NA
100287,13,#c99367,5.5 Medium Peach,5.5,Medium,Peach,5.5,NA
100288,13,#e4a77a,"5.75 Light to Medium, Golden",5.75,Light,Golden,5.75,NA
100289,13,#d19e65,"6 Medium, Olive",6,Medium,NA,6,NA
100290,13,#d79f67,"6.5 Medium to Tan, Neutral",6.5,Medium To Tan,Neutral,6.5,NA
100291,13,#c58f68,"7 Medium to Tan, Neutral",7,Medium To Tan,Neutral,7,NA
100292,13,#ce9159,"7.5 Tan, Peach",7.5,NA,Peach,7.5,NA
100293,13,#bd8551,"8 Tan, Neutral",8,NA,Neutral,8,NA
100294,13,#c27a45,"8.75 Tan to Deep, Golden",8.75,Tan ,Golden,8.75,NA
100295,13,#a86e38,"10 Deep, Golden",10,Deep,Golden,10,NA
100296,13,#94603a,"11.75 Deep, Pink",11.75,Deep,Pink,11.75,NA
100297,13,#7d4628,"14 Very Deep, Olive",14,Very Deep,NA,14,NA
100298,13,#7d4d32,"15 Very Deep, Neutral",15,Very Deep,Neutral,15,NA
100299,13,#e7ba94,1.5 Fair Neutral,1.5,Fair,Neutral,1.5,NA
100300,13,#c18654,9 Tan to Deep with an Olive Undertone,9,Tan ,NA,9,NA
100301,13,#a96336,12 Deep with Red Undertone,12,Deep,Red,12,NA
100302,14,#b16825,"11.5 Deep, Peach",11.5,Deep,Peach,11.5,NA
100303,14,#9c582b,"13 Deep, Neutral",13,Deep,Neutral,13,NA
100304,14,#502106,"16 Very Deep, Olive",16,Very Deep,NA,16,NA
100305,15,#ddc3ae,Porcelain,NA,NA,NA,Porcelain,Porcelain
100306,15,#d2b692,Marino,NA,NA,NA,Marino,Marino
100307,15,#d4ae8b,Sand,NA,NA,NA,Sand,Sand
100308,15,#bb967c,Seville,NA,NA,NA,Seville,Seville
100309,15,#d6a689,Lucerne,NA,NA,NA,Lucerne,Lucerne
100310,15,#f2b47e,Honey,NA,NA,NA,Honey,Honey
100311,15,#bf9379,Biscay,NA,NA,NA,Biscay,Biscay
100312,15,#c09578,Lucia,NA,NA,NA,Lucia,Lucia
100313,15,#aa8360,Mallorca,NA,NA,NA,Mallorca,Mallorca
100314,15,#9f6a45,Kapua,NA,NA,NA,Kapua,Kapua
100315,15,#965f46,Mumbai,NA,NA,NA,Mumbai,Mumbai
100316,15,#754936,Cali,NA,NA,NA,Cali,Cali
100317,15,#6c3b25,Punaluu,NA,NA,NA,Punaluu,Punaluu
100318,15,#5c3220,Goa,NA,NA,NA,Goa,Goa
100319,15,#543126,Java,NA,NA,NA,Java,Java
100320,16,#ddc3ae,Porcelain,NA,NA,NA,Porcelain,Porcelain
100321,16,#d2b692,Marino,NA,NA,NA,Marino,Marino
100322,16,#d4ae8b,Sand,NA,NA,NA,Sand,Sand
100323,16,#bb967c,Seville,NA,NA,NA,Seville,Seville
100324,16,#d6a689,Lucerne,NA,NA,NA,Lucerne,Lucerne
100325,16,#f2b47e,Honey,NA,NA,NA,Honey,Honey
100326,16,#bf9379,Biscay,NA,NA,NA,Biscay,Biscay
100327,16,#c09578,Lucia,NA,NA,NA,Lucia,Lucia
100328,16,#aa8360,Mallorca,NA,NA,NA,Mallorca,Mallorca
100329,16,#9f6a45,Kapua,NA,NA,NA,Kapua,Kapua
100330,16,#965f46,Mumbai,NA,NA,NA,Mumbai,Mumbai
100331,16,#754936,Cali,NA,NA,NA,Cali,Cali
100332,16,#6c3b25,Punaluu,NA,NA,NA,Punaluu,Punaluu
100333,16,#5c3220,Goa,NA,NA,NA,Goa,Goa
100334,16,#543126,Java,NA,NA,NA,Java,Java
100335,17,#ddc3ae,fair,NA,Fair,NA,fair,Fair
100336,17,#d6a689,light,NA,Light,NA,light,Light
100337,17,#c09578,medium,NA,Medium,NA,medium,Medium
100338,17,#965f46,tan,NA,NA,NA,tan,Tan
100339,17,#543126,deep,NA,Deep,NA,deep,Deep
100340,18,#ddc3ae,Ecru,NA,NA,NA,Ecru,Ecru
100341,18,#c19773,Buff,NA,NA,NA,Buff,Buff
100342,18,#d4ae8b,Beige,NA,NA,NA,Beige,Beige
100343,18,#bb967c,Oaxaca,NA,NA,NA,Oaxaca,Oaxaca
100344,18,#c09578,Tulum,NA,NA,NA,Tulum,Tulum
